Letter ID,Sentence
ASCC 17800,"stand vertrag ging, heute."
ASCC 17800,"jeher, organisation unseres leider allzuweit verzweigten verlages pauschal summen für verlagsrecht-ankäufe überhaupt ausschliesst."
ASCC 17800,"voraussetzung für abmachung über „musik drama“ vorneherein zahlung pauschalsumme stellten, schalteten bewerbung aus."
ASCC 17800,"begreife standpunkt glaube, fallen wird, angesehenen verlag finden, für chance, werk katalog führen, betrag bezahlen wird, jenen, anbieten könnte, bedeutend übersteigen dürfte."
ASCC 17800,"verläge, reicher unabhängiger u.e."
ASCC 17800,erträg nisse wichtig u.e.
ASCC 17800,"– lagen früheren fälle vor, rahmen vertragsbeziehun gen ähnliches geschehen (vide peters hansen), beziehungen beeinträchtigt wären."
ASCC 17800,derartiges diesmal ausnahmsfall eintreten können?
ASCC 17800,"wäre für froh, seite bedeutende barsumme erhalten könnten würde, richtung helfen könnte, grösster freude tun, weiss, summe müssen bieten kann."
ASCC 17800,"idee bezug vorrecht muss, befürchten, schlechten ruf verlegern verfeinden, selbstredend wegfallen."
ASCC 17800,"empfindung können, entfremdet haben, verständlich."
ASCC 17800,"sagen, gegenüber entfremdet fühle hoffe glaube, gedanke vorübergehender konnte."
ASCC 17800,"können ernstlich glauben, momenta nen erfolg misserfolg einstellung, person schaffen habe, irgendwie beeinflussen lasse wäre schwere kränkung für mich, tatsäch lich würden, gründen urauffüh rungs-misserfolges verbindung lockern möchte."
ASCC 17800,möchte schlusse ausdrücklich fest stellen.
ASCC 17800,"entgegen annahme für werke, für derzeit frage kommende bühnenwerk, allergrösste interesse gründen völlig befriedigenden eini gung verlag könnten, möchte dringendste bitten, gelegenheit geben, verhandeln dürfen."
ASCC 17800,"lassen sie, bitte, gedanken fallen, auseinander verurteilen lassen nicht, be weggründe kennen können."
ASCC 17800,"können unmöglich lage versetzen, verlegen müssen, sicher lich schwerer komponieren."
ASCC 17800,"tatsache doch, musik gedruckt komponisten verleger gibt."
ASCC 17800,"lotterieglück betrifft, sollten, wünsche neuesten werk vollem herzen."
ASCC 17800,"angenehmen erwartung, brief verstanden empfinde künftighin gesinnt sind, verbleibe p.s."
ASCC 17800,"„präludium fuge“ betrifft, befindet material langem händen herrn greissle, transponierung be treffenden instrumente vorgenommen kopiatur kollationierung stimmen be sorgt."
ASCC 17801,"erhalten soeben mitteilung herrn intendanten schmitt duisburg, aufführung „glücklichen hand“, schreibt, „nicht widerspruch aufge nommen wurde, sogar erklecklichen erfolg für buchen konnte.“ erlauben uns, gleichzeitig soeben zugekommene kritik über sen abend übermitteln fügen fortsetzungen erschienene darstellung duisburger generalanzeigers bei, interessieren dürfte."
ASCC 17801,verfasser chefredakteur blattes.
ASCC 17802,"ausdehnung arbeit berliner auslieferung notwendig, personellen vertretung bezw."
ASCC 17802,verkehr berlin wirkenden verlagsautoren künstlern aenderung eintreten lassen.
ASCC 17802,"herr loewy-hartmann, persönlichen beziehungen be sonderem erfolg pflegte, rahmen firma ed."
ASCC 17802,"bote & g. bock, auslieferung zusammenhän genden agenden übernommen hat, betätigen."
ASCC 17802,"personenverkehr unseres verlagskonzerns eige ner vertreter betraut werden, nominierung erfolgen soll, behalten vor, nähere mitteilung hierüber machen."
ASCC 17802,"bitten sie, inzwischen angelegenheiten, auslieferung verlagswerke unmittelbar zusammenhang stehen, ebenso, früher fall war, direkt wien wenden."
ASCC 17803,"besitze geschätzten 18. d. m. erlauben hinzuweisen, verträge über harmonie lehre bestehen, fragen (einschliesslich eventuell vorzunehmenden zusätze aenderungen) regeln."
ASCC 17803,"ladenpreisbe teiligung, grund abmachungen seinerzeit vereinbart wurde, hohe, heraus gabe fremdsprachigen uebersetzung unmöglich dürfte."
ASCC 17803,"wäre also, fremdsprachige ausgaben ermöglichen, aenderung ladenpreistantieme nötig."
ASCC 17803,"falls grundsätzlich aenderung zustimmen, bitten diesbezügliche rückäusserung, worauf vorschläge unterbreiten werden."
ASCC 17803,herrn armand vandelle geschrieben.
ASCC 1798,"erlaube erinnern, einziges exemplar mei ner instrumentation bachs präludium fuge es-dur zugeschickt haben."
ASCC 1798,"dringend vorbereitung londoner konzert befassen muss, bitte raschestens noten senden."
ASCC 1798,"hörte furtwängler, hat."
ASCC 1798,"ferner bitte exemplare (oder sonderdrucke) klavier albums, worin klavierstück abgedruckt ist."
ASCC 1798,geplant übertragung erwartung op.
ASCC 1798,"17 bbc anfang dezember (edward clark arnold schönberg, 9."
ASCC 1798,"september 1929; ascc 22427), schönberg schlug programmpunkte „neue bachbearbeitung, preludium fuge dur, [...] orchesterlieder op."
ASCC 1798,- eventuell kammersuite op.
ASCC 1798,"29“ (gertrud schönberg edward clark, 14."
ASCC 1798,oktober 1929; ascc 1764).
ASCC 1798,aufgrund streitigkeiten bezüglich probenzahl aufführung zunächst abgesagt (vgl.
ASCC 1798,"arnold schönberg edward clark, 18."
ASCC 1798,april 1930) fand schließlich später statt: wilhelm furtwängler dirigierte uraufführung berlin: mitteilung furtwänglers bezüglich noten erhalten variationen-partitur erbitte exemplare.
ASCC 1807,"entschuldigen sie; sofort antworten, hatte."
ASCC 1807,"richtig, herrn erd ersucht habe, krenek mitzuteilen, fragen; gesagt: „ich, freund krenek wäre, würde raten, geld schleunigst ue zurück ziehen, unmittelbar zusammenbruch stehen scheint“."
ASCC 1807,"rat würde gegeben haben, selbst, konto gesperrt hätten, un bedingt aehnliches getan hätte, oper erwerben wollten, worte unerhörten schreck eingejagt hatten."
ASCC 1807,sagten grösster aufregung fast schluchzend: „bis kurzem ue möglich ge gen höchste zinsen bank geld bekommen.
ASCC 1807,"mehr.“ gewissen grad eindruck hatte, warnen wollten, anbetracht unseres früher guten ver hältnisses für freundschaftsakt gehalten hätte (wogegen sperrung kontos sprach!)"
ASCC 1807,"worten unmittelbare unab wendbare gefahr glauben musste, andererseits fall krenek leid tat, glaubte sagen sollen."
ASCC 1807,stand ue sollte: gesagt???
ASCC 1807,"leider schliessen, stehe türlich auskünften gerne verfügung."
ASCC 1837,"beiligende karte ge schrieben roten nachtrag, lese ih ren brief nocheinmal durch."
ASCC 1837,ue ih nen dankbar sein.
ASCC 1837,"ich, frage."
ASCC 1837,"also, folge gebe 2 einigungsmöglichkeiten an."
ASCC 1837,"i. ue dern modus findet, mittels erreicht wird, barzahlungen konto „alte werke“ ausgenom men werden, erwägung ziehen."
ASCC 1837,ii.
ASCC 1837,"gleiche sage zu, für fall, ue sähe, frage „von morgen“ spiel lasse kosten bezahlen, grössere barsumme entschädigung anbietet."
ASCC 1837,"können dr. kalmus sagen: warte absolut, freund angelegenheit bewährt."
ASCC 1837,"ihm, weiss, dienste geleistet."
ASCC 1837,"erinnern, zeitlang herzka gestanden ist."
ASCC 1837,"holt für herzka – glaube: folg – gesprochen: schlecht, dinge erinnern!"
ASCC 1837,verwaltungsrat möchte gerne anwesend sein.
ASCC 1837,"wäre ver-kalk-gebirge kleinen, verur sachten erdbeben auszusetzen: kalk-zeit-alter."
ASCC 1837,denke: für wirds reichen.
ASCC 1837,grüssen winter dr. kalmus?
ASCC 1837,frl.
ASCC 1837,rothe?
ASCC 18379,"tut leid, lich böse sind, obwohl herstellung notenpapieres u.e."
ASCC 18379,"getan habe, bestmögliches resultat rahmen gegebenen vorschriften bzw."
ASCC 18379,preisgrenzen herauszubekommen.
ASCC 18379,"tatsächlich grösste mühe gegeben habe, brauche ver sichern."
ASCC 18379,"eigentliches büttenpapier, für zweck ehesten entsprochen hätte, bekommen papier qualität hätte u.e."
ASCC 18379,fabrik anfertigen lassen müssen.
ASCC 18379,anfertigung 1000 kg bedeutet ausgabe 12–15 millionen kronen.
ASCC 18379,hätte absehbarer höchstens 100 kg absetzen können direktor hertzka anfertigung entschliessen.
ASCC 18379,"herstellung notenpapieres betrauen wollen, anstrengen, bieten, irgendwie heutigen verhältnissen erreichen kann, vorausgesetzt, papiermustern, lagernden sor ten zugänglich sind, zusagt."
ASCC 18379,"bitte daher, vorlage für raster für papier senden unversucht lassen, bezüglich kürzesten termines."
ASCC 18379,nb.
ASCC 18379,wiener philharmonische verlag stecherei druckerei.
ASCC 1883,"herr armand vandelle, paris vie, 11 rue jacob übersetzungsproben harmonielehre französische vorgelegt , bestimmten, fortsetzung arbeit ermuntern einverständnis publikation versprechen."
ASCC 1883,"herr vandelle unterhandelt französischen verlegern über herausgabe dazu, meinerseits stellenden bedingungen erfahren."
ASCC 1883,"halte für beste, geschäft weiterbesorgt nenne be dingungen, namens entschädigung für mitarbeit (kontrolle uebersetzung herausgabe) stelle."
ASCC 1883,i.
ASCC 1883,herausgebende firma abschluss vertrages einmaligen betrag fünf prozent la denpreises zweitausend exemplare bar direkt bezahlen.
ASCC 1883,ii.
ASCC 1883,"firma verpflichtet, werk ungekürzt herauszugeben, gestattet sein, rein theo retischen, ä sthetischen, handwerklich-musi kalischen abschweifenden erörterungen kleinerem druck innerhalb fortlaufenden textes drucken."
ASCC 1883,iii.
ASCC 1883,"firma verpflichtet, letzten probedrucke approbation vorzulegen hiefür zeitraum wochen einzuräumen."
ASCC 1883,iv.
ASCC 1883,"firma verpflichtet sich, hiebei gefundenen fehler missverständnisse verbessern, herausgegebene exemplar insoweit fehlerlos ist."
ASCC 1883,"v. übrigen erhalte ue halbjähriger abrechnung anstelle unserem vertrag für deutsche ausgabe gesehenen anteile, fünfzig prozent firma universal edition bezahlten anteile namen habenden erträgnisse halbjährig bar ausgezahlt."
ASCC 1883,"bemerke gelegenheit, schla schlag für französische ausgabe gilt, absatz 10.000 exemplaren 4–5 erwarte."
ASCC 1883,"für englische, vielfaches lagenziffer erreichen wird, infolge mentalität ameri kaner engländer, verbreitung englischen spra che."
ASCC 1883,"bitte, vandelle verbindung setzen bescheid geben."
ASCC 18956,herzliche geburtstagswuensche
ASCC 18997,"vergnuegen, persoenlich kennen, umhin, (leider 3."
ASCC 18997,mal) streichquartet op.
ASCC 18997,"10 pierrot lunaire hoerte, schreiben, ausserordentliche kunst bewundere, werde, bescheidenen kraeften steht, werken amerika gebuehrende anerkennung seitens kritik verschaffen."
ASCC 18997,"kuenstler ranges egal sein, st ungerechtigkeit, leute, partitur lesen koennen, schlechte witze ueber werke machen."
ASCC 18997,gelegenheit moechte bestens 50.
ASCC 18997,"geburtstage gratulieren, verbleibe"
ASCC 19078,alter verbundenheit denken lebenswerkes gratulieren herzlichster respektvollster verehrung =
ASCC 19168,"leider unmöglich sowjetrussland leihgebühren tantiemen valuta bekommen, rubel bezahlt wird."
ASCC 19168,lage materiale sowjetrussland liefern.
ASCC 19168,"möchte dr. fritz stiedry, generalmusikdirektor leningrad ist, feier 60."
ASCC 19168,"geburtstag leningrad veranstalten gebeten, rücksicht besonderen wunsch feier schön würdig auszugestalten, materiale werken „pierrot lunaire“, kammersinfonie orchestervariationen verfügung stellen."
ASCC 19168,"hätten unsererseits bedenken wunsche ent sprechen, umsomehr stiedry erfolgreicher fördernswerter vorkämpfer für moderne musik stiedry mitgeteilt, verlag wunsche zustimmt, vorbehaltlich zustimmung."
ASCC 19168,"glauben nicht, verweigern werden, möchten halber sachverhalt mitteilung machen."
ASCC 19168,"gegenteilige order erhalten, nehmen an, einverstanden sind, schoenberg- feier leningrad, material valuta bezahlt wird, herrn dr. stiedry ermöglichen."
ASCC 19174,gestatten 60.
ASCC 19174,geburtstage allerherzlichsten aufrichtigsten glückwünsche universal-edition senden.
ASCC 19174,"schwer punkt worte, erfreuen schöneren besseren zukunft gelten sollen, finden: alles, musik, kunst, kultur gesittung gegeben haben, bedrohter, eingeengter defensive gedrängt, heute."
ASCC 19174,"können vielen, dinge über tageswert hinaus bedeutung wirklichen wert besitzen, 60."
ASCC 19174,"geburtstag inniger sehnlicher wünschen, furchtbaren scheinbar undurchdringlichen nebel lichten erkennen möge, sehen hören, bemerken will."
ASCC 19174,"hierzu rahmen wenigen, möglich ist, helfen beizutragen, jubiläumsdatum versprechen."
ASCC 19174,wünschen herzen gesundheit kraft neuem schaffen.
ASCC 19183,für liebe karte .
ASCC 19183,"herr stein teilte mit, letzten hefte „fackel“ eingesandt hat, sodass anfrage antwort überholt ist."
ASCC 19196,"gleicher post senden heft „radio wien“ , seite 24 programm wiener schoenberg-feier seite 4 aufsatz finden."
ASCC 19196,"freuen uns, mitteilen können, weise radio wien, bescheidenem umfange würdiger weise 60."
ASCC 19196,geburtstag äussert.
ASCC 19672,"herstellung chorstimmen „die glückliche hand“ bemerken tenorstimmen 225 tenorschlüssel geschrieben sind, während vorher violinschlüssel notiert sind."
ASCC 19672,frage stelle leichteren lesbarkeit halber violinschlüssel transponieren?
ASCC 19674,"spalten harmonielehre satz gekommen pagina 246–261, gleichzeitig abzug übermitteln."
ASCC 19674,manuskript abzüge herrn dr. polnauer (auch korrekturabzüge notenbeispiele) korrektur gegangen.
ASCC 19674,"ersuchen mitzuteilen, 1) abzug vorjahr gesetzten teils befindet, 2) herr polnauer korrektur lesen soll."
ASCC 19674,"3) letzterem falle bitten kompletten uns, hr."
ASCC 19674,dr. polnauer direkt sen den.
ASCC 19674,"wichtig ist, no tenbeispiele teiles korrigiert den, weil, tabellendruck frage kommt, klischees angefertigt müssen."
ASCC 19682,"leider unmöglich kann, herr winter ehre hatte, angelegenheit konferieren, ausführliche aussprache gehal ten weitgehende konzessionen, unterbreiten soll, bekanntgegeben."
ASCC 19682,"hoffe wünsche ganzem herzen, erwünschte definitive friedens zustandekommt empfindung werden, angenehmen beziehungen gelegen ist."
ASCC 19682,für direktor hertzka leider beendigung briefes hause
ASCC 19684,"erlauben uns, gleicher post teile harmonielehre senden: handexemplar pagina 193–398 1."
ASCC 19684,abzug pagina 206–418 2.
ASCC 19684,abzug pagina 206–427 pagina x–xi 3.
ASCC 19684,abzug pagina 206–427 zeichnen
ASCC 19685,"senden gleichzeitig teile harmonielehre: 3 verschiedene abzüge umschlages bitte, mitzuteilen, fassung ehesten zusagt."
ASCC 19686,"herrn kapellmeister stein imprimierten abzug „harmonielehre“ zurückerhalten großer druckerei druck übergeben wurde, müssen anordnung beilagen anfragen."
ASCC 19686,"„harmonielehre“ fertigstellung exemplare, auflage handelt, maschinelll bearbeitet muss, für buchbinderarbeit linie betracht druckbogen gefalzt lässt beilage 2 druckbogen mitte druckbogens, 8. 9."
ASCC 19686,seite einschieben.
ASCC 19686,"vorgang normalerweise folgender: 1) bogen gefalzt geheftet, 2 beilagen eingeklebt, sodann exemplar umschlag versehen beschnitten."
ASCC 19686,"beilage 2 bogen mitte bogens eingeklebt soll, anbringen stelle beschneiden erfolgen, was, abgesehen bedeutend grösseren arbeit, ungenauigkeiten führt."
ASCC 19686,"beilage, 137, jedesfalls separat gedruckt werden, buchdruck (bei druckerei gerin) stein, bezw."
ASCC 19686,"notendruck (bei waldheim-eberle) durchgeführt wird, klischees anfertigen lassen, drucken noten hergestellt werden."
ASCC 19686,"haben, anbringung beilage genau veranschaulichen können, modell betreffenden druckbogens zusammengestellt (muster i) möglichkeiten; 3seitige beilage gedruckt (einteilung a) 2 seiten (einteilung b)."
ASCC 19686,letztere einteilung entspricht ehesten herrn kapellmeister stein gesandten muster 1.
